	Marcelo	Juan	Maria	Antonio	Charlot	Joel
Marcelo	0	3	3	6	4	1
Juan	7	0	1	3	1	2
Maria	3	1	0	3	5	2
Antonio	1	3	7	0	3	4
Charlot	4	4	2	3	0	2
Joel	2	3	2	3	1	0

Name	Speaking time
Charlot	30.800000000000004

Juan	28.0

Marcelo	30.800000000000004

Charlot	30.800000000000004

Marcelo	30.800000000000004

Antonio	28.025

Charlot	30.800000000000004

Antonio	28.025

Joel	20.945

Antonio	28.025

Marcelo	30.800000000000004

Juan	28.0

Marcelo	30.800000000000004

Antonio	28.025

Joel	20.945

Juan	28.0

Marcelo	30.800000000000004

Juan	28.0

Marcelo	30.800000000000004

Antonio	28.025

Maria	28.28

Joel	20.945

Marcelo	30.800000000000004

Juan	28.0

Antonio	28.025

Juan	28.0

Marcelo	30.800000000000004

Charlot	30.800000000000004

Juan	28.0

Charlot	30.800000000000004

Antonio	28.025

Maria	28.28

Joel	20.945

Maria	28.28

Marcelo	30.800000000000004

Maria	28.28

Charlot	30.800000000000004

Maria	28.28

Charlot	30.800000000000004

Maria	28.28

Antonio	28.025

Juan	28.0

Joel	20.945

Antonio	28.025

Maria	28.28

Marcelo	30.800000000000004

Charlot	30.800000000000004

Antonio	28.025

Juan	28.0

Antonio	28.025

Joel	20.945

Juan	28.0

Marcelo	30.800000000000004

Antonio	28.025

Charlot	30.800000000000004

Joel	20.945

Maria	28.28

Marcelo	30.800000000000004

Antonio	28.025

Joel	20.945

Juan	28.0

Marcelo	30.800000000000004

Maria	28.28

Juan	28.0

Joel	20.945

Marcelo	30.800000000000004

Antonio	28.025

Maria	28.28

Charlot	30.800000000000004

Juan	28.0

Maria	28.28

Charlot	30.800000000000004

Marcelo	30.800000000000004

Maria	28.28

Antonio	28.025

Maria	28.28

Charlot	30.800000000000004

Joel	20.945

Charlot	30.800000000000004

Marcelo	30.800000000000004

Joel	20.945

Antonio	28.025

Charlot	30.800000000000004

Marcelo	30.800000000000004

Charlot	30.800000000000004

Juan	28.0

Antonio	28.025

Maria	28.28

Antonio	28.025

Total	2508.365000000002

Name	Speaking percentage
Marcelo	0.20944000000000004

Juan	0.1568

Antonio	0.20177999999999993

Maria	0.15836799999999998

Charlot	0.18480000000000005

Joel	0.09215799999999998
