	Marcelo	Juan	Maria	Antonio	Charlot	Joel
Marcelo	0	2	2	4	1	3
Juan	2	0	2	3	3	2
Maria	1	2	0	1	1	4
Antonio	3	4	3	0	3	2
Charlot	4	4	0	3	0	2
Joel	2	0	2	4	5	0

Name	Speaking time
Charlot	30.800000000000004

Juan	25.5

Charlot	30.800000000000004

Marcelo	30.800000000000004

Joel	19.169999999999998

Maria	28.28

Joel	19.169999999999998

Antonio	28.025

Juan	25.5

Antonio	28.025

Marcelo	30.800000000000004

Maria	28.28

Antonio	28.025

Charlot	30.800000000000004

Antonio	28.025

Juan	25.5

Maria	28.28

Juan	25.5

Charlot	30.800000000000004

Marcelo	30.800000000000004

Joel	19.169999999999998

Maria	28.28

Marcelo	30.800000000000004

Antonio	28.025

Charlot	30.800000000000004

Antonio	28.025

Maria	28.28

Juan	25.5

Charlot	30.800000000000004

Juan	25.5

Joel	19.169999999999998

Marcelo	30.800000000000004

Joel	19.169999999999998

Antonio	28.025

Marcelo	30.800000000000004

Antonio	28.025

Maria	28.28

Joel	19.169999999999998

Antonio	28.025

Maria	28.28

Charlot	30.800000000000004

Juan	25.5

Antonio	28.025

Marcelo	30.800000000000004

Maria	28.28

Joel	19.169999999999998

Charlot	30.800000000000004

Antonio	28.025

Joel	19.169999999999998

Charlot	30.800000000000004

Marcelo	30.800000000000004

Antonio	28.025

Joel	19.169999999999998

Marcelo	30.800000000000004

Juan	25.5

Maria	28.28

Joel	19.169999999999998

Charlot	30.800000000000004

Marcelo	30.800000000000004

Juan	25.5

Marcelo	30.800000000000004

Antonio	28.025

Juan	25.5

Antonio	28.025

Juan	25.5

Joel	19.169999999999998

Antonio	28.025

Charlot	30.800000000000004

Joel	19.169999999999998

Charlot	30.800000000000004

Juan	25.5

Marcelo	30.800000000000004

Charlot	30.800000000000004

Joel	19.169999999999998

Total	2000.1049999999998

Name	Speaking percentage
Marcelo	0.18480000000000005

Juan	0.153

Maria	0.12726

Antonio	0.21018749999999994

Charlot	0.20020000000000004

Joel	0.12460499999999997
