	Marcelo	Juan	Maria	Antonio	Charlot	Joel
Marcelo	0	1	1	3	4	5
Juan	4	0	1	1	1	2
Maria	3	4	0	2	1	1
Antonio	2	2	1	0	2	2
Charlot	2	2	4	3	0	4
Joel	3	1	4	0	6	0

Name	Speaking time
Charlot	30.800000000000004

Antonio	28.025

Joel	20.945

Maria	28.28

Marcelo	30.800000000000004

Antonio	28.025

Juan	28.0

Joel	20.945

Marcelo	30.800000000000004

Joel	20.945

Marcelo	30.800000000000004

Charlot	30.800000000000004

Joel	20.945

Charlot	30.800000000000004

Joel	20.945

Charlot	30.800000000000004

Juan	28.0

Marcelo	30.800000000000004

Joel	20.945

Charlot	30.800000000000004

Maria	28.28

Charlot	30.800000000000004

Maria	28.28

Antonio	28.025

Joel	20.945

Juan	28.0

Charlot	30.800000000000004

Joel	20.945

Maria	28.28

Juan	28.0

Joel	20.945

Marcelo	30.800000000000004

Joel	20.945

Charlot	30.800000000000004

Antonio	28.025

Maria	28.28

Marcelo	30.800000000000004

Joel	20.945

Charlot	30.800000000000004

Maria	28.28

Joel	20.945

Maria	28.28

Juan	28.0

Antonio	28.025

Juan	28.0

Marcelo	30.800000000000004

Maria	28.28

Juan	28.0

Maria	28.28

Marcelo	30.800000000000004

Juan	28.0

Marcelo	30.800000000000004

Antonio	28.025

Charlot	30.800000000000004

Marcelo	30.800000000000004

Antonio	28.025

Charlot	30.800000000000004

Maria	28.28

Juan	28.0

Marcelo	30.800000000000004

Charlot	30.800000000000004

Joel	20.945

Charlot	30.800000000000004

Marcelo	30.800000000000004

Charlot	30.800000000000004

Antonio	28.025

Marcelo	30.800000000000004

Joel	20.945

Maria	28.28

Antonio	28.025

Marcelo	30.800000000000004

Charlot	30.800000000000004

Total	2001.7349999999992

Name	Speaking percentage
Marcelo	0.21560000000000004

Juan	0.126

Antonio	0.12611250000000002

Maria	0.15554

Charlot	0.23100000000000007

Joel	0.14661499999999997
